feedback_id,customer_id,feedback_date,csat_score,feedback_text
FB-0002556,CUST-100861,2026-04-13,8.8,The platform has been reliable and support was helpful.
FB-0002557,CUST-100861,2026-07-17,8.9,Everything worked well and the issue was resolved quickly.
FB-0002558,CUST-100862,2026-02-23,4.8,Several important features are not working as expected.
FB-0002559,CUST-100862,2026-03-02,3.5,Several important features are not working as expected.
FB-0002560,CUST-100863,2026-02-09,6.6,There appears to be an unexpected charge on my account.
FB-0002561,CUST-100863,2026-03-11,5.7,I don't understand the latest invoice.
FB-0002562,CUST-100863,2026-05-02,6.9,There appears to be an unexpected charge on my account.
FB-0002563,CUST-100864,2026-05-21,4.5,The recent product changes made our workflow harder.
FB-0002564,CUST-100864,2026-05-16,4.1,The recent product changes made our workflow harder.
FB-0002565,CUST-100865,2026-02-12,2.2,I've contacted support multiple times for the same issue.
FB-0002566,CUST-100865,2026-06-21,6.2,I've contacted support multiple times for the same issue.
FB-0002567,CUST-100865,2026-02-18,3.7,The problem is still unresolved and this is becoming frustrating.
FB-0002568,CUST-100865,2026-02-20,6.1,The problem is still unresolved and this is becoming frustrating.
FB-0002569,CUST-100866,2026-03-11,4.3,Several important features are not working as expected.
FB-0002570,CUST-100866,2026-07-11,5.4,The recent product changes made our workflow harder.
FB-0002571,CUST-100867,2026-02-11,3.8,We've had too many problems and are seriously considering alternatives.
FB-0002572,CUST-100867,2026-02-20,3.5,We've had too many problems and are seriously considering alternatives.
FB-0002573,CUST-100868,2026-06-19,4.4,We've had too many problems and are seriously considering alternatives.
FB-0002574,CUST-100868,2026-05-30,3.4,The service problems and billing issues make it difficult to justify continuing.
FB-0002575,CUST-100869,2026-06-06,8.9,Everything worked well and the issue was resolved quickly.
FB-0002576,CUST-100869,2026-03-19,9.0,The platform has been reliable and support was helpful.
FB-0002577,CUST-100869,2026-04-09,9.4,The platform has been reliable and support was helpful.
FB-0002578,CUST-100869,2026-03-25,9.0,Everything worked well and the issue was resolved quickly.
FB-0002579,CUST-100870,2026-05-16,7.5,Everything worked well and the issue was resolved quickly.
FB-0002580,CUST-100870,2026-02-18,6.8,Everything worked well and the issue was resolved quickly.
FB-0002581,CUST-100871,2026-02-27,7.1,I'm not sure we're getting enough value from the subscription.
FB-0002582,CUST-100871,2026-05-18,8.1,I'm not sure we're getting enough value from the subscription.
FB-0002583,CUST-100872,2026-03-08,4.4,The service problems and billing issues make it difficult to justify continuing.
FB-0002584,CUST-100872,2026-02-06,3.1,We've had too many problems and are seriously considering alternatives.
FB-0002585,CUST-100873,2026-05-31,5.4,The problem is still unresolved and this is becoming frustrating.
FB-0002586,CUST-100873,2026-04-24,2.5,The problem is still unresolved and this is becoming frustrating.
FB-0002587,CUST-100874,2026-02-20,4.2,The problem is still unresolved and this is becoming frustrating.
FB-0002588,CUST-100874,2026-07-01,3.7,I've contacted support multiple times for the same issue.
FB-0002589,CUST-100874,2026-07-14,4.1,The problem is still unresolved and this is becoming frustrating.
FB-0002590,CUST-100874,2026-07-21,4.9,I've contacted support multiple times for the same issue.
FB-0002591,CUST-100875,2026-02-21,9.5,Everything worked well and the issue was resolved quickly.
FB-0002592,CUST-100875,2026-07-23,9.0,Everything worked well and the issue was resolved quickly.
FB-0002593,CUST-100876,2026-02-05,7.8,The platform has been reliable and support was helpful.
FB-0002594,CUST-100876,2026-04-03,7.8,Everything worked well and the issue was resolved quickly.
FB-0002595,CUST-100876,2026-03-23,9.5,The platform has been reliable and support was helpful.
FB-0002596,CUST-100877,2026-04-06,2.6,We've had too many problems and are seriously considering alternatives.
FB-0002597,CUST-100877,2026-02-03,4.2,We've had too many problems and are seriously considering alternatives.
FB-0002598,CUST-100878,2026-03-18,8.8,The platform has been reliable and support was helpful.
FB-0002599,CUST-100878,2026-02-04,8.0,The platform has been reliable and support was helpful.
FB-0002600,CUST-100879,2026-03-15,4.0,The recent product changes made our workflow harder.
FB-0002601,CUST-100879,2026-03-26,5.5,The recent product changes made our workflow harder.
FB-0002602,CUST-100879,2026-06-19,5.3,Several important features are not working as expected.
FB-0002603,CUST-100879,2026-07-23,4.6,Several important features are not working as expected.
FB-0002604,CUST-100880,2026-05-02,9.2,The platform has been reliable and support was helpful.
FB-0002605,CUST-100880,2026-04-05,9.7,Everything worked well and the issue was resolved quickly.
FB-0002606,CUST-100881,2026-07-24,7.5,The platform has been reliable and support was helpful.
FB-0002607,CUST-100881,2026-05-29,7.9,Everything worked well and the issue was resolved quickly.
FB-0002608,CUST-100881,2026-05-03,8.2,The platform has been reliable and support was helpful.
FB-0002609,CUST-100881,2026-04-15,8.3,Everything worked well and the issue was resolved quickly.
FB-0002610,CUST-100882,2026-05-21,7.5,We aren't using the platform as much as before.
FB-0002611,CUST-100882,2026-03-19,6.2,We aren't using the platform as much as before.
FB-0002612,CUST-100882,2026-07-21,6.0,I'm not sure we're getting enough value from the subscription.
FB-0002613,CUST-100882,2026-03-03,5.6,I'm not sure we're getting enough value from the subscription.
FB-0002614,CUST-100883,2026-06-27,8.6,Everything worked well and the issue was resolved quickly.
FB-0002615,CUST-100883,2026-03-03,8.1,Everything worked well and the issue was resolved quickly.
FB-0002616,CUST-100883,2026-03-19,9.2,The platform has been reliable and support was helpful.
FB-0002617,CUST-100884,2026-04-04,4.9,I've contacted support multiple times for the same issue.
FB-0002618,CUST-100884,2026-06-08,4.1,I've contacted support multiple times for the same issue.
FB-0002619,CUST-100884,2026-04-28,5.8,I've contacted support multiple times for the same issue.
FB-0002620,CUST-100884,2026-05-25,5.7,I've contacted support multiple times for the same issue.
FB-0002621,CUST-100885,2026-03-09,8.6,The platform has been reliable and support was helpful.
FB-0002622,CUST-100885,2026-04-02,7.7,Everything worked well and the issue was resolved quickly.
FB-0002623,CUST-100886,2026-06-12,2.8,The problem is still unresolved and this is becoming frustrating.
FB-0002624,CUST-100886,2026-02-25,2.8,I've contacted support multiple times for the same issue.
FB-0002625,CUST-100886,2026-06-15,5.2,The problem is still unresolved and this is becoming frustrating.
FB-0002626,CUST-100886,2026-04-15,4.8,The problem is still unresolved and this is becoming frustrating.
FB-0002627,CUST-100887,2026-06-14,7.0,We aren't using the platform as much as before.
FB-0002628,CUST-100887,2026-03-13,5.7,We aren't using the platform as much as before.
FB-0002629,CUST-100887,2026-07-05,7.8,We aren't using the platform as much as before.
FB-0002630,CUST-100888,2026-06-13,6.9,The platform has been reliable and support was helpful.
FB-0002631,CUST-100888,2026-04-20,8.9,Everything worked well and the issue was resolved quickly.
FB-0002632,CUST-100888,2026-04-11,10.0,The platform has been reliable and support was helpful.
FB-0002633,CUST-100888,2026-04-06,9.2,Everything worked well and the issue was resolved quickly.
FB-0002634,CUST-100889,2026-06-27,4.9,Several important features are not working as expected.
FB-0002635,CUST-100889,2026-05-22,4.0,The recent product changes made our workflow harder.
FB-0002636,CUST-100890,2026-05-17,2.2,We're evaluating alternatives and may move away from the platform.
FB-0002637,CUST-100890,2026-05-25,4.4,We're evaluating alternatives and may move away from the platform.
FB-0002638,CUST-100890,2026-03-19,4.8,We are considering cancelling at renewal.
FB-0002639,CUST-100891,2026-02-25,7.6,Everything worked well and the issue was resolved quickly.
FB-0002640,CUST-100891,2026-06-02,9.2,Everything worked well and the issue was resolved quickly.
FB-0002641,CUST-100892,2026-03-13,9.7,"I was frustrated by the new interface, but overall the product is valuable."
FB-0002642,CUST-100892,2026-07-27,6.1,"I was frustrated by the new interface, but overall the product is valuable."
FB-0002643,CUST-100892,2026-03-20,9.0,"I was frustrated by the new interface, but overall the product is valuable."
FB-0002644,CUST-100893,2026-07-23,8.8,The platform has been reliable and support was helpful.
FB-0002645,CUST-100893,2026-07-01,7.2,Everything worked well and the issue was resolved quickly.
FB-0002646,CUST-100893,2026-07-05,8.1,The platform has been reliable and support was helpful.
FB-0002647,CUST-100894,2026-06-23,2.7,We've had too many problems and are seriously considering alternatives.
FB-0002648,CUST-100894,2026-04-20,3.4,We've had too many problems and are seriously considering alternatives.
FB-0002649,CUST-100894,2026-05-18,3.9,We've had too many problems and are seriously considering alternatives.
FB-0002650,CUST-100894,2026-06-11,3.3,The service problems and billing issues make it difficult to justify continuing.
FB-0002651,CUST-100895,2026-05-27,3.5,I've contacted support multiple times for the same issue.
FB-0002652,CUST-100895,2026-05-21,4.0,I've contacted support multiple times for the same issue.
FB-0002653,CUST-100896,2026-02-10,4.4,We are considering cancelling at renewal.
FB-0002654,CUST-100896,2026-03-24,3.6,We're evaluating alternatives and may move away from the platform.
FB-0002655,CUST-100896,2026-03-26,3.2,We're evaluating alternatives and may move away from the platform.
FB-0002656,CUST-100896,2026-02-24,1.2,We are considering cancelling at renewal.
FB-0002657,CUST-100897,2026-07-05,4.4,We are considering cancelling at renewal.
FB-0002658,CUST-100897,2026-04-03,3.2,We are considering cancelling at renewal.
FB-0002659,CUST-100897,2026-03-21,4.1,We are considering cancelling at renewal.
FB-0002660,CUST-100897,2026-03-04,3.3,We are considering cancelling at renewal.
FB-0002661,CUST-100898,2026-02-08,9.4,Everything worked well and the issue was resolved quickly.
FB-0002662,CUST-100898,2026-07-11,8.1,Everything worked well and the issue was resolved quickly.
FB-0002663,CUST-100899,2026-03-11,5.4,I'm not sure we're getting enough value from the subscription.
FB-0002664,CUST-100899,2026-04-20,7.8,We aren't using the platform as much as before.
FB-0002665,CUST-100899,2026-07-25,7.8,We aren't using the platform as much as before.
FB-0002666,CUST-100900,2026-03-03,5.6,I don't understand the latest invoice.
FB-0002667,CUST-100900,2026-05-09,4.2,I don't understand the latest invoice.
FB-0002668,CUST-100901,2026-05-29,7.6,There appears to be an unexpected charge on my account.
FB-0002669,CUST-100901,2026-07-11,5.5,There appears to be an unexpected charge on my account.
FB-0002670,CUST-100902,2026-03-13,7.6,We aren't using the platform as much as before.
FB-0002671,CUST-100902,2026-02-26,7.2,I'm not sure we're getting enough value from the subscription.
FB-0002672,CUST-100902,2026-02-05,7.4,We aren't using the platform as much as before.
FB-0002673,CUST-100902,2026-03-11,8.3,I'm not sure we're getting enough value from the subscription.
FB-0002674,CUST-100903,2026-06-22,7.2,Everything worked well and the issue was resolved quickly.
FB-0002675,CUST-100903,2026-03-05,9.8,Everything worked well and the issue was resolved quickly.
FB-0002676,CUST-100903,2026-07-12,9.9,Everything worked well and the issue was resolved quickly.
FB-0002677,CUST-100903,2026-05-14,8.2,Everything worked well and the issue was resolved quickly.
FB-0002678,CUST-100904,2026-02-16,3.8,We've had too many problems and are seriously considering alternatives.
FB-0002679,CUST-100904,2026-04-21,3.5,We've had too many problems and are seriously considering alternatives.
FB-0002680,CUST-100904,2026-07-25,4.6,The service problems and billing issues make it difficult to justify continuing.
FB-0002681,CUST-100904,2026-03-28,4.0,The service problems and billing issues make it difficult to justify continuing.
FB-0002682,CUST-100905,2026-05-09,8.3,Everything worked well and the issue was resolved quickly.
FB-0002683,CUST-100905,2026-05-02,8.2,The platform has been reliable and support was helpful.
FB-0002684,CUST-100905,2026-07-08,8.1,Everything worked well and the issue was resolved quickly.
FB-0002685,CUST-100906,2026-03-01,4.9,The service problems and billing issues make it difficult to justify continuing.
FB-0002686,CUST-100906,2026-02-15,5.1,The service problems and billing issues make it difficult to justify continuing.
FB-0002687,CUST-100906,2026-04-08,4.5,We've had too many problems and are seriously considering alternatives.
FB-0002688,CUST-100907,2026-07-16,4.2,The recent product changes made our workflow harder.
FB-0002689,CUST-100907,2026-07-12,6.0,Several important features are not working as expected.
FB-0002690,CUST-100907,2026-06-29,3.7,The recent product changes made our workflow harder.
FB-0002691,CUST-100908,2026-05-20,6.9,I'm not sure we're getting enough value from the subscription.
FB-0002692,CUST-100908,2026-05-12,6.4,I'm not sure we're getting enough value from the subscription.
FB-0002693,CUST-100908,2026-05-02,5.5,We aren't using the platform as much as before.
FB-0002694,CUST-100908,2026-02-11,6.8,I'm not sure we're getting enough value from the subscription.
FB-0002695,CUST-100909,2026-03-04,4.3,The recent product changes made our workflow harder.
FB-0002696,CUST-100909,2026-02-27,4.0,Several important features are not working as expected.
FB-0002697,CUST-100909,2026-06-23,3.8,Several important features are not working as expected.
FB-0002698,CUST-100909,2026-06-09,6.6,Several important features are not working as expected.
FB-0002699,CUST-100910,2026-02-15,9.3,The platform has been reliable and support was helpful.
FB-0002700,CUST-100910,2026-07-26,10.0,The platform has been reliable and support was helpful.
FB-0002701,CUST-100910,2026-05-02,7.8,The platform has been reliable and support was helpful.
FB-0002702,CUST-100910,2026-03-15,8.1,The platform has been reliable and support was helpful.
FB-0002703,CUST-100911,2026-04-03,9.0,Everything worked well and the issue was resolved quickly.
FB-0002704,CUST-100911,2026-07-10,8.5,The platform has been reliable and support was helpful.
FB-0002705,CUST-100911,2026-07-04,8.5,Everything worked well and the issue was resolved quickly.
FB-0002706,CUST-100912,2026-03-17,8.9,Everything worked well and the issue was resolved quickly.
FB-0002707,CUST-100912,2026-06-22,9.7,Everything worked well and the issue was resolved quickly.
FB-0002708,CUST-100912,2026-07-11,9.3,Everything worked well and the issue was resolved quickly.
FB-0002709,CUST-100912,2026-05-05,7.8,The platform has been reliable and support was helpful.
FB-0002710,CUST-100913,2026-05-30,7.5,Everything worked well and the issue was resolved quickly.
FB-0002711,CUST-100913,2026-04-04,6.8,Everything worked well and the issue was resolved quickly.
FB-0002712,CUST-100913,2026-07-03,8.1,Everything worked well and the issue was resolved quickly.
FB-0002713,CUST-100914,2026-04-25,9.1,The platform has been reliable and support was helpful.
FB-0002714,CUST-100914,2026-06-21,7.7,Everything worked well and the issue was resolved quickly.
FB-0002715,CUST-100915,2026-06-12,8.1,I'm not sure we're getting enough value from the subscription.
FB-0002716,CUST-100915,2026-07-04,8.3,We aren't using the platform as much as before.
FB-0002717,CUST-100916,2026-02-15,5.8,I don't understand the latest invoice.
FB-0002718,CUST-100916,2026-05-27,7.5,I don't understand the latest invoice.
FB-0002719,CUST-100916,2026-03-27,5.3,There appears to be an unexpected charge on my account.
FB-0002720,CUST-100916,2026-02-13,6.2,I don't understand the latest invoice.
FB-0002721,CUST-100917,2026-02-16,4.6,We're evaluating alternatives and may move away from the platform.
FB-0002722,CUST-100917,2026-06-15,3.6,We are considering cancelling at renewal.
FB-0002723,CUST-100917,2026-05-27,4.6,We're evaluating alternatives and may move away from the platform.
FB-0002724,CUST-100917,2026-05-18,4.3,We're evaluating alternatives and may move away from the platform.
FB-0002725,CUST-100918,2026-04-21,5.6,The recent product changes made our workflow harder.
FB-0002726,CUST-100918,2026-06-11,5.2,The recent product changes made our workflow harder.
FB-0002727,CUST-100918,2026-03-28,6.3,The recent product changes made our workflow harder.
FB-0002728,CUST-100918,2026-02-03,5.0,The recent product changes made our workflow harder.
FB-0002729,CUST-100919,2026-06-03,7.3,I've contacted support multiple times for the same issue.
FB-0002730,CUST-100919,2026-04-03,5.4,I've contacted support multiple times for the same issue.
FB-0002731,CUST-100919,2026-02-14,5.4,I've contacted support multiple times for the same issue.
FB-0002732,CUST-100920,2026-05-02,3.9,The service problems and billing issues make it difficult to justify continuing.
FB-0002733,CUST-100920,2026-04-30,4.9,The service problems and billing issues make it difficult to justify continuing.
FB-0002734,CUST-100921,2026-05-08,3.6,We've had too many problems and are seriously considering alternatives.
FB-0002735,CUST-100921,2026-07-03,3.0,The service problems and billing issues make it difficult to justify continuing.
FB-0002736,CUST-100921,2026-03-10,3.8,We've had too many problems and are seriously considering alternatives.
FB-0002737,CUST-100921,2026-05-08,3.2,We've had too many problems and are seriously considering alternatives.
FB-0002738,CUST-100922,2026-02-06,8.7,The platform has been reliable and support was helpful.
FB-0002739,CUST-100922,2026-03-13,9.1,The platform has been reliable and support was helpful.
FB-0002740,CUST-100922,2026-02-12,8.1,Everything worked well and the issue was resolved quickly.
FB-0002741,CUST-100922,2026-06-04,8.6,The platform has been reliable and support was helpful.
FB-0002742,CUST-100923,2026-06-07,8.6,The platform has been reliable and support was helpful.
FB-0002743,CUST-100923,2026-04-07,7.9,The platform has been reliable and support was helpful.
FB-0002744,CUST-100923,2026-02-24,10.0,The platform has been reliable and support was helpful.
FB-0002745,CUST-100924,2026-07-02,4.6,We've had too many problems and are seriously considering alternatives.
FB-0002746,CUST-100924,2026-06-14,3.8,The service problems and billing issues make it difficult to justify continuing.
FB-0002747,CUST-100924,2026-04-27,1.8,The service problems and billing issues make it difficult to justify continuing.
FB-0002748,CUST-100924,2026-07-03,4.2,We've had too many problems and are seriously considering alternatives.
FB-0002749,CUST-100925,2026-07-24,6.1,I've contacted support multiple times for the same issue.
FB-0002750,CUST-100925,2026-04-24,4.5,The problem is still unresolved and this is becoming frustrating.
FB-0002751,CUST-100925,2026-03-23,3.9,The problem is still unresolved and this is becoming frustrating.
FB-0002752,CUST-100926,2026-07-23,4.3,We are considering cancelling at renewal.
FB-0002753,CUST-100926,2026-06-13,3.7,We're evaluating alternatives and may move away from the platform.
FB-0002754,CUST-100926,2026-02-26,2.1,We're evaluating alternatives and may move away from the platform.
FB-0002755,CUST-100926,2026-04-24,3.9,We are considering cancelling at renewal.
FB-0002756,CUST-100927,2026-05-09,7.6,Everything worked well and the issue was resolved quickly.
FB-0002757,CUST-100927,2026-04-05,7.5,The platform has been reliable and support was helpful.
FB-0002758,CUST-100927,2026-03-16,8.7,Everything worked well and the issue was resolved quickly.
FB-0002759,CUST-100928,2026-03-31,4.8,I don't understand the latest invoice.
FB-0002760,CUST-100928,2026-03-03,6.1,There appears to be an unexpected charge on my account.
FB-0002761,CUST-100928,2026-04-01,6.5,There appears to be an unexpected charge on my account.
FB-0002762,CUST-100929,2026-04-06,6.6,Everything worked well and the issue was resolved quickly.
FB-0002763,CUST-100929,2026-02-19,7.4,The platform has been reliable and support was helpful.
FB-0002764,CUST-100929,2026-03-11,9.3,The platform has been reliable and support was helpful.
FB-0002765,CUST-100929,2026-02-09,10.0,The platform has been reliable and support was helpful.
FB-0002766,CUST-100930,2026-05-22,10.0,Everything worked well and the issue was resolved quickly.
FB-0002767,CUST-100930,2026-07-18,8.1,The platform has been reliable and support was helpful.
FB-0002768,CUST-100931,2026-03-02,8.2,Everything worked well and the issue was resolved quickly.
FB-0002769,CUST-100931,2026-07-03,9.4,Everything worked well and the issue was resolved quickly.
FB-0002770,CUST-100931,2026-04-23,8.6,The platform has been reliable and support was helpful.
FB-0002771,CUST-100931,2026-05-11,8.3,The platform has been reliable and support was helpful.
FB-0002772,CUST-100932,2026-06-12,8.5,The platform has been reliable and support was helpful.
FB-0002773,CUST-100932,2026-02-07,8.8,Everything worked well and the issue was resolved quickly.
FB-0002774,CUST-100932,2026-06-14,9.4,Everything worked well and the issue was resolved quickly.
FB-0002775,CUST-100932,2026-06-06,9.5,Everything worked well and the issue was resolved quickly.
FB-0002776,CUST-100933,2026-04-18,4.0,We're evaluating alternatives and may move away from the platform.
FB-0002777,CUST-100933,2026-03-14,3.6,We are considering cancelling at renewal.
FB-0002778,CUST-100933,2026-07-09,4.5,We're evaluating alternatives and may move away from the platform.
FB-0002779,CUST-100934,2026-04-28,8.7,Everything worked well and the issue was resolved quickly.
FB-0002780,CUST-100934,2026-04-08,8.8,The platform has been reliable and support was helpful.
FB-0002781,CUST-100934,2026-05-03,8.5,Everything worked well and the issue was resolved quickly.
FB-0002782,CUST-100934,2026-05-16,7.9,Everything worked well and the issue was resolved quickly.
FB-0002783,CUST-100935,2026-07-07,3.7,The recent product changes made our workflow harder.
FB-0002784,CUST-100935,2026-07-06,5.8,Several important features are not working as expected.
FB-0002785,CUST-100935,2026-03-15,5.6,Several important features are not working as expected.
FB-0002786,CUST-100936,2026-07-16,7.5,The platform has been reliable and support was helpful.
FB-0002787,CUST-100936,2026-03-18,8.0,Everything worked well and the issue was resolved quickly.
FB-0002788,CUST-100936,2026-07-19,9.3,The platform has been reliable and support was helpful.
FB-0002789,CUST-100937,2026-03-17,8.3,"The issue was annoying, but the team resolved it quickly."
FB-0002790,CUST-100937,2026-04-01,7.6,"The issue was annoying, but the team resolved it quickly."
FB-0002791,CUST-100937,2026-05-09,6.7,"The issue was annoying, but the team resolved it quickly."
FB-0002792,CUST-100938,2026-03-22,4.1,The service problems and billing issues make it difficult to justify continuing.
FB-0002793,CUST-100938,2026-06-10,4.3,The service problems and billing issues make it difficult to justify continuing.
FB-0002794,CUST-100938,2026-02-16,1.0,We've had too many problems and are seriously considering alternatives.
FB-0002795,CUST-100939,2026-03-07,8.9,Everything worked well and the issue was resolved quickly.
FB-0002796,CUST-100939,2026-06-27,9.2,Everything worked well and the issue was resolved quickly.
FB-0002797,CUST-100940,2026-07-02,3.7,We're evaluating alternatives and may move away from the platform.
FB-0002798,CUST-100940,2026-02-17,2.6,We are considering cancelling at renewal.
FB-0002799,CUST-100940,2026-04-21,5.5,We're evaluating alternatives and may move away from the platform.
FB-0002800,CUST-100941,2026-03-05,4.8,The problem is still unresolved and this is becoming frustrating.
FB-0002801,CUST-100941,2026-05-26,4.9,The problem is still unresolved and this is becoming frustrating.
FB-0002802,CUST-100942,2026-02-27,6.7,We aren't using the platform as much as before.
FB-0002803,CUST-100942,2026-04-02,8.1,We aren't using the platform as much as before.
FB-0002804,CUST-100942,2026-06-04,7.8,We aren't using the platform as much as before.
FB-0002805,CUST-100943,2026-04-07,8.2,The platform has been reliable and support was helpful.
FB-0002806,CUST-100943,2026-03-24,7.8,Everything worked well and the issue was resolved quickly.
FB-0002807,CUST-100943,2026-02-17,7.3,Everything worked well and the issue was resolved quickly.
FB-0002808,CUST-100943,2026-05-15,9.6,The platform has been reliable and support was helpful.
FB-0002809,CUST-100944,2026-04-27,8.1,We aren't using the platform as much as before.
FB-0002810,CUST-100944,2026-06-27,5.5,I'm not sure we're getting enough value from the subscription.
FB-0002811,CUST-100945,2026-05-14,8.6,Everything worked well and the issue was resolved quickly.
FB-0002812,CUST-100945,2026-04-16,7.7,Everything worked well and the issue was resolved quickly.
FB-0002813,CUST-100946,2026-02-27,9.2,Everything worked well and the issue was resolved quickly.
FB-0002814,CUST-100946,2026-07-03,10.0,Everything worked well and the issue was resolved quickly.
FB-0002815,CUST-100947,2026-03-21,4.4,I've contacted support multiple times for the same issue.
FB-0002816,CUST-100947,2026-03-07,6.7,The problem is still unresolved and this is becoming frustrating.
FB-0002817,CUST-100947,2026-02-07,3.5,I've contacted support multiple times for the same issue.
FB-0002818,CUST-100947,2026-02-13,3.4,I've contacted support multiple times for the same issue.
FB-0002819,CUST-100948,2026-04-04,2.9,We're evaluating alternatives and may move away from the platform.
FB-0002820,CUST-100948,2026-03-01,4.0,We are considering cancelling at renewal.
FB-0002821,CUST-100949,2026-06-27,7.4,We aren't using the platform as much as before.
FB-0002822,CUST-100949,2026-05-17,5.2,I'm not sure we're getting enough value from the subscription.
FB-0002823,CUST-100949,2026-06-27,5.3,I'm not sure we're getting enough value from the subscription.
FB-0002824,CUST-100949,2026-03-26,7.5,We aren't using the platform as much as before.
FB-0002825,CUST-100950,2026-04-02,6.0,I'm not sure we're getting enough value from the subscription.
FB-0002826,CUST-100950,2026-02-03,7.7,I'm not sure we're getting enough value from the subscription.
FB-0002827,CUST-100950,2026-03-08,5.9,I'm not sure we're getting enough value from the subscription.
FB-0002828,CUST-100950,2026-07-16,7.4,We aren't using the platform as much as before.
FB-0002829,CUST-100951,2026-03-13,3.4,We've had too many problems and are seriously considering alternatives.
FB-0002830,CUST-100951,2026-05-16,3.7,The service problems and billing issues make it difficult to justify continuing.
FB-0002831,CUST-100951,2026-05-07,5.7,We've had too many problems and are seriously considering alternatives.
FB-0002832,CUST-100952,2026-03-21,5.1,Several important features are not working as expected.
FB-0002833,CUST-100952,2026-06-27,4.3,Several important features are not working as expected.
FB-0002834,CUST-100952,2026-06-03,3.9,Several important features are not working as expected.
FB-0002835,CUST-100952,2026-05-22,3.3,The recent product changes made our workflow harder.
FB-0002836,CUST-100953,2026-03-30,8.4,The platform has been reliable and support was helpful.
FB-0002837,CUST-100953,2026-06-08,9.6,The platform has been reliable and support was helpful.
FB-0002838,CUST-100954,2026-05-02,9.1,Everything worked well and the issue was resolved quickly.
FB-0002839,CUST-100954,2026-07-27,9.0,The platform has been reliable and support was helpful.
FB-0002840,CUST-100954,2026-06-09,9.2,The platform has been reliable and support was helpful.
FB-0002841,CUST-100954,2026-05-17,8.3,The platform has been reliable and support was helpful.
FB-0002842,CUST-100955,2026-06-30,3.6,The service problems and billing issues make it difficult to justify continuing.
FB-0002843,CUST-100955,2026-02-12,4.3,The service problems and billing issues make it difficult to justify continuing.
FB-0002844,CUST-100955,2026-04-15,1.8,We've had too many problems and are seriously considering alternatives.
FB-0002845,CUST-100956,2026-04-21,4.7,Several important features are not working as expected.
FB-0002846,CUST-100956,2026-07-02,4.8,The recent product changes made our workflow harder.
FB-0002847,CUST-100957,2026-04-10,9.0,The platform has been reliable and support was helpful.
FB-0002848,CUST-100957,2026-03-25,8.5,The platform has been reliable and support was helpful.
FB-0002849,CUST-100957,2026-07-03,8.5,The platform has been reliable and support was helpful.
FB-0002850,CUST-100957,2026-02-10,8.6,The platform has been reliable and support was helpful.
FB-0002851,CUST-100958,2026-04-10,9.2,Everything worked well and the issue was resolved quickly.
FB-0002852,CUST-100958,2026-03-03,8.8,Everything worked well and the issue was resolved quickly.
FB-0002853,CUST-100958,2026-04-02,7.7,Everything worked well and the issue was resolved quickly.
FB-0002854,CUST-100959,2026-03-29,7.7,"I was frustrated by the new interface, but overall the product is valuable."
FB-0002855,CUST-100959,2026-05-10,9.7,"The issue was annoying, but the team resolved it quickly."
FB-0002856,CUST-100959,2026-04-05,9.4,"The issue was annoying, but the team resolved it quickly."
FB-0002857,CUST-100959,2026-05-09,7.1,"The issue was annoying, but the team resolved it quickly."
FB-0002858,CUST-100960,2026-05-21,7.4,Everything worked well and the issue was resolved quickly.
FB-0002859,CUST-100960,2026-04-14,8.9,Everything worked well and the issue was resolved quickly.
FB-0002860,CUST-100960,2026-06-15,9.4,The platform has been reliable and support was helpful.
FB-0002861,CUST-100961,2026-03-05,8.8,Everything worked well and the issue was resolved quickly.
FB-0002862,CUST-100961,2026-07-19,8.5,Everything worked well and the issue was resolved quickly.
FB-0002863,CUST-100962,2026-05-22,7.4,The platform has been reliable and support was helpful.
FB-0002864,CUST-100962,2026-02-03,7.8,The platform has been reliable and support was helpful.
FB-0002865,CUST-100963,2026-02-22,6.5,We aren't using the platform as much as before.
FB-0002866,CUST-100963,2026-02-24,9.1,I'm not sure we're getting enough value from the subscription.
FB-0002867,CUST-100964,2026-07-12,7.1,We aren't using the platform as much as before.
FB-0002868,CUST-100964,2026-07-12,6.0,I'm not sure we're getting enough value from the subscription.
FB-0002869,CUST-100964,2026-03-23,7.6,We aren't using the platform as much as before.
FB-0002870,CUST-100965,2026-02-14,9.3,The platform has been reliable and support was helpful.
FB-0002871,CUST-100965,2026-05-31,9.8,Everything worked well and the issue was resolved quickly.
FB-0002872,CUST-100965,2026-07-18,7.3,Everything worked well and the issue was resolved quickly.
FB-0002873,CUST-100966,2026-05-27,9.7,Everything worked well and the issue was resolved quickly.
FB-0002874,CUST-100966,2026-06-30,8.7,The platform has been reliable and support was helpful.
FB-0002875,CUST-100966,2026-03-08,8.8,The platform has been reliable and support was helpful.
FB-0002876,CUST-100967,2026-03-09,8.9,Everything worked well and the issue was resolved quickly.
FB-0002877,CUST-100967,2026-02-10,9.3,Everything worked well and the issue was resolved quickly.
FB-0002878,CUST-100968,2026-07-14,6.9,I'm not sure we're getting enough value from the subscription.
FB-0002879,CUST-100968,2026-04-24,8.3,We aren't using the platform as much as before.
FB-0002880,CUST-100968,2026-07-01,5.9,We aren't using the platform as much as before.
FB-0002881,CUST-100968,2026-06-28,5.5,I'm not sure we're getting enough value from the subscription.
FB-0002882,CUST-100969,2026-06-05,3.6,We are considering cancelling at renewal.
FB-0002883,CUST-100969,2026-04-21,4.6,We are considering cancelling at renewal.
